,genre,topic_num,topic_proportion,term1,term2,term3,term4,term5,term6,term7,term8,term9,term10,term_str,rep_summary,rep_url,img
52,Horror,Topic 24,2.40%,mysteri,crime,abus,spi,violenc,newadult,psycholog,conspiraci,drug,detect,"mysteri, crime, abus, spi, violenc, newadult, psycholog, conspiraci, drug, detect",Three people brought together by a monstrous crime. Inspector Thomas Cullen of the Putney Murder Investigation Team in London. Set on revenge for the murder of his father. Kyle Mason an elusive art thief known to the world only as The Gentleman. Wanted by the law hunted by assassins. Doctor Danielle Schoeman an investigative psychologist in the South African Police. Working on a grisly murder case - the worst the nation has seen in decades. Three lives pulled over the edge and changed forever. Several chapters will be released every week - on Mondays Wednesdays and Fridays - until the entire book is up with 48 chapters in total. The complete book is available for pre-order through all major online distributors. Paperback and e-book release date March 2016. Copyright 2015 Greg Blyth ISBN: 9780620693264,https://www.wattpad.com/story/57560118-the-list,topic24.png
53,Horror,Topic 4,2.30%,spiritu,love,breakstereotyp,freeyourbodi,projectwomanup,christian,watti,faith,islam,muslim,"spiritu, love, breakstereotyp, freeyourbodi, projectwomanup, christian, watti, faith, islam, muslim",God is good all the time. All the time God is good.,https://www.wattpad.com/story/14339769-walk-by-faith,topic4.png
54,Horror,other,8.40%,,,,,,,,,,,,,,other.png
55,Humor,Topic 34,35.50%,humor,funni,humour,player,drama,teenfict,space,bestfriend,joke,prank,"humor, funni, humour, player, drama, teenfict, space, bestfriend, joke, prank",Andrea Williams has never exactly been an adventurous girl - her idea of a wild Saturday night is a bowl of popcorn and Doctor Who. But quiet kids still have problems; Andi's mother is terminal lung cancer. After being hit with the news she has just two weeks to live Andi unknowingly makes a very very dangerous bargain. You could say soul-threatening in fact.,https://www.wattpad.com/story/5771967-dropdead-completed,topic34.png
56,Humor,Topic 3,10.80%,boy,girl,love,bad,relationship,new,clich,death,award,life,"boy, girl, love, bad, relationship, new, clich, death, award, life","Olivia Divine is a quiet rather stubborn 18 year old but believe me she has a fair share of loud moments. When trying to escape her old life she moves to new york only to watch it follow her And when an arrogant Angel stops at her doorstep can things really get worse? Well they can with the following gang problems and a love and hate relationship....I highly recommend this to people who are going for a humor romance and action read :) ""Okay."" ""Okay."" ""I'm not say okay again."" I replied. ""Okay."" He smirked. I couldn't help slip a smile. Jeez why does he have to be so cute. Angel leaned in closer to me so there was an inch of a distance between us. His lip leaned closer near enough to touch my lips but my heart thudded out of control. I quickly moved mine to kiss his cheek and ran towards my door. I AM SUCH A RETARD!",https://www.wattpad.com/story/13788345-angel-at-my-doorstep,topic3.png
57,Humor,Topic 6,6.20%,watti,friendship,wattpadpr,love,hors,ride,awkward,drama,blind,grief,"watti, friendship, wattpadpr, love, hors, ride, awkward, drama, blind, grief",Thirteen year old Allegra Mason is given the opportunity of a lifetime when she is handed the cheeky but extremely talented rising three year old colt Arrow to train and care for as part of the famous 'Colt Challenge' at Shadow Hill Stables. But Ally is younger and less experienced than most of the other participants and battling with her crazy foal school friendship issues and her hated rival Cassidy French it's hard to get anywhere. But with the help of new-found friend and incredible rider Lacey Johnson she hasn't lost all hope. Wattys2014,https://www.wattpad.com/story/12007722-the-colt-challenge-a-horse-story,topic6.png
58,Humor,Topic 42,5.60%,badboy,teen,highschool,nerd,goodgirl,love,teenfict,school,player,popular,"badboy, teen, highschool, nerd, goodgirl, love, teenfict, school, player, popular","""Never?"" he asks raising an amused brow. I shake my head ""No..."" ""Then let me show you a few things baby girl.""  copyright 2016. mature content",https://www.wattpad.com/story/53403831-bad-boy-jhase,topic42.png
59,Humor,Topic 8,4.80%,babi,kiss,love,life,laugh,boss,blond,happi,reveng,coupl,"babi, kiss, love, life, laugh, boss, blond, happi, reveng, coupl","""Adventure is inspiring but so is nostalgia."" A story about a girl who writes messages to a boy along the start then halt of their relationship but leaves them unsent. And along the way she discovers what it means to get over the pain of inconclusive situations and above all how to make yourself happy. All Rights Reserved to Avery Mcallister - mtndewforlife01 (That is me in case you were wondering.) Cover credit goes to @Whisper- Rankings; Highest:  Short Story - 1/1/16",https://www.wattpad.com/story/47257860-unsent-messages,topic8.png
60,Humor,other,37.10%,,,,,,,,,,,,,,other.png
61,Mystery / Thriller,Topic 24,38.40%,mysteri,crime,abus,spi,violenc,newadult,psycholog,conspiraci,drug,detect,"mysteri, crime, abus, spi, violenc, newadult, psycholog, conspiraci, drug, detect",Three people brought together by a monstrous crime. Inspector Thomas Cullen of the Putney Murder Investigation Team in London. Set on revenge for the murder of his father. Kyle Mason an elusive art thief known to the world only as The Gentleman. Wanted by the law hunted by assassins. Doctor Danielle Schoeman an investigative psychologist in the South African Police. Working on a grisly murder case - the worst the nation has seen in decades. Three lives pulled over the edge and changed forever. Several chapters will be released every week - on Mondays Wednesdays and Fridays - until the entire book is up with 48 chapters in total. The complete book is available for pre-order through all major online distributors. Paperback and e-book release date March 2016. Copyright 2015 Greg Blyth ISBN: 9780620693264,https://www.wattpad.com/story/57560118-the-list,topic24.png
62,Mystery / Thriller,Topic 41,27.20%,thriller,suspens,murder,whodunit,secret,troubl,suspenc,newadult,stalker,sequel,"thriller, suspens, murder, whodunit, secret, troubl, suspenc, newadult, stalker, sequel",How far will teen girls go for approval from their peers? Pretty far it turns out. When pretty smart Sara Long is found bludgeoned to death it's easy to blame the man with the bat. But when Georgia Davis -- former cop and newly-minted PI -- is hired to look into the incident at the behest of the accused's sister what she finds hints at a much different much darker answer. It seems the privileged affluent schoolgirls on Chicago's North Shore have learned just how much their innocence is worth to hot-under-the-collar businessmen. But while these girls can pay for their newly gotten Prada pricetags they don't realize that their new business venture may end up costing them more than they can afford. I'll post chapters one at a time but if you just HAVE to find out what happens before they're all up here's where you can buy the ebook (It's also available in paperback and audio btw): http://amzn.com/B001UE8J4Y https://itunes.apple.com/us/book/easy-innocence/id586071761?mt=11 http://store.kobobooks.com/en-US/ebook/easy-innocence,https://www.wattpad.com/story/30340833-easy-innocence,topic41.png
63,Mystery / Thriller,Topic 36,15.50%,kidnap,murder,horror,abduct,stalker,death,love,obsess,tortur,taken,"kidnap, murder, horror, abduct, stalker, death, love, obsess, tortur, taken",Juliet was an orphan and never had a family before. She became a stripper and lived a miserable life. That is until one night when a strange man comes into the strip club and interviews her. Walking home that night he kidnaps her and brings her home to be his son's wife. Now on an isolated farm she is brainwashed to believe that they are the family that will always protect her. However the family has a dark tradition. They murder anyone who comes near their property and then serve them up for dinner. Breakfast too... Seems really long but the chapters are pretty short *Under Construction*,https://www.wattpad.com/story/20550768-family-comes-first-kidnapped-by-cannibals,topic36.png
64,Mystery / Thriller,Topic 6,2.30%,watti,friendship,wattpadpr,love,hors,ride,awkward,drama,blind,grief,"watti, friendship, wattpadpr, love, hors, ride, awkward, drama, blind, grief",Thirteen year old Allegra Mason is given the opportunity of a lifetime when she is handed the cheeky but extremely talented rising three year old colt Arrow to train and care for as part of the famous 'Colt Challenge' at Shadow Hill Stables. But Ally is younger and less experienced than most of the other participants and battling with her crazy foal school friendship issues and her hated rival Cassidy French it's hard to get anywhere. But with the help of new-found friend and incredible rider Lacey Johnson she hasn't lost all hope. Wattys2014,https://www.wattpad.com/story/12007722-the-colt-challenge-a-horse-story,topic6.png
65,Mystery / Thriller,Topic 16,2.30%,action,fight,love,mafia,gang,streetfight,gun,fighter,reveng,assassin,"action, fight, love, mafia, gang, streetfight, gun, fighter, reveng, assassin",When bestselling romance novelist Piper Evans comes home one night she doesn't expect to find a man there waiting for her. She doesn't expect him to try to kill her either.,https://www.wattpad.com/story/54585695-black-tie-affairs,topic16.png
66,Mystery / Thriller,other,14.40%,,,,,,,,,,,,,,other.png
67,Non-Fiction,Topic 17,74.70%,nonfict,bulli,person,truth,emot,life,watti,inspir,chang,human,"nonfict, bulli, person, true, emot, life, watti, inspir, chang, human",We look up at the same sky and we see the same thing and suddenly it's not so lonely anymore.,https://www.wattpad.com/story/14045647-intricacies,topic17.png
68,Non-Fiction,Topic 4,9.00%,spiritu,love,breakstereotyp,freeyourbodi,projectwomanup,christian,watti,faith,islam,muslim,"spiritu, love, breakstereotyp, freeyourbodi, projectwomanup, christian, watti, faith, islam, muslim",God is good all the time. All the time God is good.,https://www.wattpad.com/story/14339769-walk-by-faith,topic4.png
69,Non-Fiction,Topic 31,6.80%,friend,heartbreak,love,school,teen,best,high,parti,basketbal,bestfriend,"friend, heartbreak, love, school, teen, best, high, parti, basketbal, bestfriend",{Will I Always Be: Series} Book One - Just A Friend? Ashton Thompson is everything you'd want in a boyfriend. He's funny caring childish at times loving romantic...oh and he's drool worthy gorgeous. It's just a shame that he's my best friend...NOT my boyfriend. Being in love with your best friend SUCKS. Watching him kiss other girls HURTS. Acting like he means nothing more to me than just a friend KILLS. *** Lydia and Ashton have been best friends from the very beginning. They tell each other everything and know everything about one another. Well so Ashton thought.... Lydia has been secretly in love with her best friend for as long as she can remember. However she keeps it to herself not wanting to ruin their close friendship. Now they're both 18 things begin to change after a couple of 'moments' between the pair...will their friendship stand the test? And will Lydia only ever be to Ashton...Just A Friend? **THIS IS NOT A 5 SOS FANFICTION** *Credit to @STRANGELIES for my gorgeous new book cover* Highest Ranking - Chicklit  Teen Fiction  (10/11/15),https://www.wattpad.com/story/1923751-just-a-friend,topic31.png
70,Non-Fiction,Topic 15,4.20%,famili,marriag,enemi,secret,arrang,drama,fight,love,engag,yourstoryindia,"famili, marriag, enemi, secret, arrang, drama, fight, love, engag, yourstoryindia",Lyric and Blaze. Their parents own a big Corporation together. Their parents are also making them get married. Fun right? Try telling that to them. Especially with all the craziness and drama they have to get through together. This story has been revised as of 2014. WARNING: If you aren't a fan of A LOT of drama this is not the story for you. If you love drama well enjoy :),https://www.wattpad.com/story/31884-the-family-business-an-arranged-marriage,topic15.png
71,Non-Fiction,Topic 37,1.20%,stori,shortstori,love,dialogu,watti,teenfict,text,funni,freeyourbodi,call,"stori, shortstori, love, dialogu, watti, teenfict, text, funni, freeyourbodi, call","""Hel-"" ""Dad? How is she?! I would come now but-"" ""Chris...it's Willow."" ""Oh shit. Sorry. Wrong number."" short story (23/11)  ; short story (14/12)  ; short story (18/12)  ; short story (23/12)  ; short story (3/1/2016)  ; short story (15/1/2016) cover by @fairygarden +collisions- 2015/6 all rights reserved",https://www.wattpad.com/story/35599225-my-survey-dude,topic37.png
72,Non-Fiction,other,4.00%,,,,,,,,,,,,,,other.png
73,Paranormal,Topic 13,37.20%,boss,death,date,secret,paranorm,newyorkc,babi,cat,finn,girlxgirl,"boss, death, date, secret, paranorm, newyorkc, babi, cat, finn, girlxgirl",Lacey Hannigan was never your average girl. Why? Because she can see ghosts. In a new town she feels like she can finally move on with her life and feels like she has a better grip on herself than ever. Until Finn McDermott enters the ghost of a hot arrogant quarterback that disappeared nine months ago. And Lacey doesn't know what's scarier to her. The fact that everything she thought she knew was all a lie. Or the fact that Finn one by one is slowly undoing all of the hard work Lacey put up to protect herself and her gift. And that she doesn't mind. Join Lacey and Finn as they work together to uncover Finn's murder and bring justice to his death finally freeing him from this world and allowing him to move on. But when the time comes will she be able to let him go? Cover: CityPerson Trailer: novemberdreamer,https://www.wattpad.com/story/9167545-till-death-do-us-part-completed,topic13.png
74,Paranormal,Topic 19,26.60%,school,paranorm,love,memori,life,fate,kiss,supernatur,power,teen,"school, paranorm, love, memori, life, fate, kiss, supernatur, power, teen",[Cold Fire  2] All her life Melissa has been defined by something she's had no control over: a rare undiagnosed disease. But even with all the scientific explanations offered to her by the undeniably clueless doctors she's been living on lies. Because as it turns out her disease isn't even a disease at all but an unfortunate side-effect of swapping souls with her childhood friend Sarah. Now after swapping back into her true body Melissa discovers that getting to this point was only half the battle. Her powers are suddenly uncontrollable she's haunted by fragmented memories of her past at night and plagued by unanswerable questions during the day. On top of all that she's due to enrol in a new school in only a matter of days. Never mind the fact that no one can get her name right if she doesn't learn how to control her powers before school starts she'll be the talk of the town. But there are deadlier battles on the horizon. Suddenly the half-century old prophecy that paints her as the saviour has come back to bite her in the butt and if she can't figure out how to stop her uncle before his new project turns into a reality they may very well end up on course for an apocalypse. All Melissa has ever wanted was a chance at life - a normal life - but now it looks as though she won't survive the winter. And when someone she loves comes back from the dead she realises that the answers she seeks are buried much deeper then she could ever have imagined and in order to find out the truth about her future she'll have to go back a hundred years in the past. 2015 by shayebay This novel is entirely a work of fiction. The names characters places and incidents portrayed in it are the work of the author's imagination. Any resemblance to actual persons living or dead events or localities is entirely coincidental. All Rights Reserved Listen to the Cold Tomorrow playlist here: http://8tracks.com/shayebay/cold-tomorrow,https://www.wattpad.com/story/11059369-cold-tomorrow,topic19.png
75,Paranormal,Topic 11,15.30%,vampir,dark,blood,death,supernatur,romanc,witch,paranorm,monster,werewolv,"vampir, dark, blood, death, supernatur, romanc, witch, paranorm, monster, werewolv","Sabilla ""Bill"" Vane led a pretty sad life until her entire family died in a car crash leaving her free to become a full-time cat warden in her late great-aunt's decaying mansion. Florian Werther Bathory Byron her unexpected house guest is a vampire. And while he says he hasn't eaten anything with a face in half a century his life story is tragic his complexion is luminous (literally) and Bill is finding herself irresistibly drawn to him even as her charges begin to disappear at an alarming rate... Copyright 2015 by Elizabeth Prosper. All rights reserved.",https://www.wattpad.com/story/45648242-exsanguination,topic11.png
76,Paranormal,Topic 32,5.80%,adventur,romanc,action,humor,music,highschool,matchmak,pirat,band,witch,"adventur, romanc, action, humor, music, highschool, matchmak, pirat, band, witch",STOP Lost boys are not meant to be found.,https://www.wattpad.com/story/29535274-unraveling-will,topic32.png
77,Paranormal,Topic 40,4.70%,fantasi,magic,romanc,action,adventur,dragon,demon,supernatur,watti,angel,"fantasi, magic, romanc, action, adventur, dragon, demon, supernatur, watti, angel",There are plenty of thieves in the world - thieves of jewels thieves of the heart and thieves of innocence. But Evelin Jiyu a young girl in the war-torn village of Muoro is a thief of the greatest prize of all: free will. The Makers are the gods worshipped by the villagers and anyone who denies their teachings is executed. From a young age all villagers join a caste based on the amount of free will the Makers have given them and this caste will lead to a career that is their one true path in life. But even the most carefully orchestrated heist can be unraveled by one mistake - and the Makers' biggest mistake is Evelin. A glitch in the system Evelin got away with free will; she has never really fit into a caste and has never been so smitten with the Makers. To admit this would be to place her own head on a chopping block. Instead she hides in the lowest caste of all and keeps her free will a secret. At her graduation ceremony her lies will be revealed. Only a graduate from the highest caste will be chosen to lead a war against the neighboring village Faero. But when fate chooses her as the Seeker the questions begin and Evelin fears for her life. Abandoning her home and family in the midst of a war to save her own head Evelin flees from the Makers' retribution. She runs to the one place where the Makers cannot reach her and where all of their secrets might be revealed: the Edge of the world. *The Edge of the World is a Wattpad Featured Story *The amazing cover was made by @Ferret-bird,https://www.wattpad.com/story/19081483-the-edge-of-the-world,topic40.png
78,Paranormal,other,10.40%,,,,,,,,,,,,,,other.png
79,Poetry,Topic 1,42.80%,sad,poetri,depress,poem,love,hurt,heartbreak,hope,happi,loss,"sad, poetri, depress, poem, love, hurt, heartbreak, hope, happi, loss",You are the reason I have ink stains on my fingertips. Illustration by: Ismael lvarez,https://www.wattpad.com/story/49252829-what-are-you-so-scared-of,topic1.png
80,Poetry,Topic 7,37.40%,poetri,life,love,random,watti,word,poem,yourstoryindia,trust,write,"poetri, life, love, random, watti, word, poem, yourstoryindia, trust, write",THE VOICE OF SILENCE. Sometimes silence describes a situation far better than words Sometimes random words can describe that silence years later; Not framed sentencesnot abstract descriptions just a few guidelines to follow..... An imagination to be directed the way the writer wants you to go! The limits are set and broken by the words Boundaries never to see. ~ Have a nice read~,https://www.wattpad.com/story/59131573-khamoshiyaan,topic7.png
81,Poetry,Topic 17,4.60%,nonfict,bulli,person,truth,emot,life,watti,inspir,chang,human,"nonfict, bulli, person, true, emot, life, watti, inspir, chang, human",We look up at the same sky and we see the same thing and suddenly it's not so lonely anymore.,https://www.wattpad.com/story/14045647-intricacies,topic17.png
82,Poetry,Topic 19,2.80%,school,paranorm,love,memori,life,fate,kiss,supernatur,power,teen,"school, paranorm, love, memori, life, fate, kiss, supernatur, power, teen",[Cold Fire  2] All her life Melissa has been defined by something she's had no control over: a rare undiagnosed disease. But even with all the scientific explanations offered to her by the undeniably clueless doctors she's been living on lies. Because as it turns out her disease isn't even a disease at all but an unfortunate side-effect of swapping souls with her childhood friend Sarah. Now after swapping back into her true body Melissa discovers that getting to this point was only half the battle. Her powers are suddenly uncontrollable she's haunted by fragmented memories of her past at night and plagued by unanswerable questions during the day. On top of all that she's due to enrol in a new school in only a matter of days. Never mind the fact that no one can get her name right if she doesn't learn how to control her powers before school starts she'll be the talk of the town. But there are deadlier battles on the horizon. Suddenly the half-century old prophecy that paints her as the saviour has come back to bite her in the butt and if she can't figure out how to stop her uncle before his new project turns into a reality they may very well end up on course for an apocalypse. All Melissa has ever wanted was a chance at life - a normal life - but now it looks as though she won't survive the winter. And when someone she loves comes back from the dead she realises that the answers she seeks are buried much deeper then she could ever have imagined and in order to find out the truth about her future she'll have to go back a hundred years in the past. 2015 by shayebay This novel is entirely a work of fiction. The names characters places and incidents portrayed in it are the work of the author's imagination. Any resemblance to actual persons living or dead events or localities is entirely coincidental. All Rights Reserved Listen to the Cold Tomorrow playlist here: http://8tracks.com/shayebay/cold-tomorrow,https://www.wattpad.com/story/11059369-cold-tomorrow,topic19.png
83,Poetry,Topic 8,2.30%,babi,kiss,love,life,laugh,boss,blond,happi,reveng,coupl,"babi, kiss, love, life, laugh, boss, blond, happi, reveng, coupl","""Adventure is inspiring but so is nostalgia."" A story about a girl who writes messages to a boy along the start then halt of their relationship but leaves them unsent. And along the way she discovers what it means to get over the pain of inconclusive situations and above all how to make yourself happy. All Rights Reserved to Avery Mcallister - mtndewforlife01 (That is me in case you were wondering.) Cover credit goes to @Whisper- Rankings; Highest:  Short Story - 1/1/16",https://www.wattpad.com/story/47257860-unsent-messages,topic8.png
84,Poetry,other,10.10%,,,,,,,,,,,,,,other.png
85,Romance,Topic 30,29.30%,romanc,love,drama,matur,comedi,maid,sauc,contemporari,greek,leader,"romanc, love, drama, matur, comedi, maid, sauc, contemporari, greek, leader",A tragic accident and rumors leaves Haley Geller trying to find the greener side of life. She finds it in the most unexpected of places though- a loner and a bully named Meth. But why is everyone convinced Meth is such a bad guy? A story love trust healing... And purple sneakers,https://www.wattpad.com/story/31583420-addicted-to-meth,topic30.png
86,Romance,Topic 20,15.00%,billionair,ceo,love,boss,kiss,bwwm,rich,sytycw,bdsm,innoc,"billionair, ceo, love, boss, kiss, bwwm, rich, sytycw, bdsm, innoc",Nicolas Witmore is the hot beast and hot topic for Los Angeles paparazzi. He is the C. E. O and a billionaire. He is a playboy with an arrogant attitude. He is known as the most cold hearted person a person could ever meet. But why did he become like that? It is the reason only he knows. But once he finds the person he has been searching for the person who is the reason of his life Pauline June he has no intentions of letting her go. He won't repeat the same mistake twice. The once Bad boy is now a Beast and his once innocent baby girl is now a sexy Wild Cat. It is known that Beasts are possessive and controlling and they extremely love to chase and tame their Wild Cats.,https://www.wattpad.com/story/48399041-his-very-personal-assistant,topic20.png
87,Romance,Topic 9,7.00%,possess,mafia,arrog,italian,domin,husband,hot,danger,dark,reveng,"possess, mafia, arrog, italian, domin, husband, hot, danger, dark, reveng",Vampires covered most of the world the land seas mountains and some humans are in control of Demetri the ruler of vampires. No human is allowed to step in their land and if they do its up to Demetri whether he want to kill them or not. So what happen when a group of girls mistakenly walked over his land. Evelyn Richardson a shy sweet girl gets in the hands of Demetri wha will her to do her. Will he treat her like his last victims?  in vampire Will contain scenes of Rape and Abuse read at you own risk.,https://www.wattpad.com/story/52422728-slave-to-him,topic9.png
88,Romance,Topic 15,5.90%,famili,marriag,enemi,secret,arrang,drama,fight,love,engag,yourstoryindia,"famili, marriag, enemi, secret, arrang, drama, fight, love, engag, yourstoryindia",Lyric and Blaze. Their parents own a big Corporation together. Their parents are also making them get married. Fun right? Try telling that to them. Especially with all the craziness and drama they have to get through together. This story has been revised as of 2014. WARNING: If you aren't a fan of A LOT of drama this is not the story for you. If you love drama well enjoy :),https://www.wattpad.com/story/31884-the-family-business-an-arranged-marriage,topic15.png
89,Romance,Topic 8,5.30%,babi,kiss,love,life,laugh,boss,blond,happi,reveng,coupl,"babi, kiss, love, life, laugh, boss, blond, happi, reveng, coupl","""Adventure is inspiring but so is nostalgia."" A story about a girl who writes messages to a boy along the start then halt of their relationship but leaves them unsent. And along the way she discovers what it means to get over the pain of inconclusive situations and above all how to make yourself happy. All Rights Reserved to Avery Mcallister - mtndewforlife01 (That is me in case you were wondering.) Cover credit goes to @Whisper- Rankings; Highest:  Short Story - 1/1/16",https://www.wattpad.com/story/47257860-unsent-messages,topic8.png
90,Romance,other,37.50%,,,,,,,,,,,,,,other.png
91,Science Fiction,Topic 2,43.90%,scienc,fiction,power,superhero,adventur,watti,super,dystopia,hero,superpow,"scienc, fiction, power, superhero, adventur, watti, super, dystopia, hero, superpow",UNDER EDITING :D (Book One of The Visions Trilogy) Jacelyn isn't your average teenage girl. She has powers. And sure everything seems normal except for eerie visions that are haunting almost every second of her life. But even with her amazing abilities how will she stop the coming of something that she doesn't even fully understand? These visions are only the beginning as she discovers secrets that were never meant to resurface. How will she save her city from drowning in the blood of scorching fire? All Rights Reserved,https://www.wattpad.com/story/3650641-shadow-book-one-of-the-visions-trilogy,topic2.png
92,Science Fiction,Topic 39,12.30%,fiction,teen,love,teenwolf,teenlov,past,younglov,shortstori,urban,footbal,"fiction, teen, love, teenwolf, teenlov, past, younglov, shortstori, urban, footbal","""Everyday he'd show up and I'd watch from afar; I'd admire his beautiful features or the ring that hugged his bottom lip; the way he'd sit by himself and stare at his drink; and most importantly I'd watch the way his green eyes screamed in sadness and surrender every time they met mine."" a/n: This is literally the second story I've ever written so it needs some editing. However if you can bear unedited stories and happen to read this then don't forget to vote or comment :)",https://www.wattpad.com/story/8920984-nathan-editing,topic39.png
93,Science Fiction,Topic 40,9.20%,fantasi,magic,romanc,action,adventur,dragon,demon,supernatur,watti,angel,"fantasi, magic, romanc, action, adventur, dragon, demon, supernatur, watti, angel",There are plenty of thieves in the world - thieves of jewels thieves of the heart and thieves of innocence. But Evelin Jiyu a young girl in the war-torn village of Muoro is a thief of the greatest prize of all: free will. The Makers are the gods worshipped by the villagers and anyone who denies their teachings is executed. From a young age all villagers join a caste based on the amount of free will the Makers have given them and this caste will lead to a career that is their one true path in life. But even the most carefully orchestrated heist can be unraveled by one mistake - and the Makers' biggest mistake is Evelin. A glitch in the system Evelin got away with free will; she has never really fit into a caste and has never been so smitten with the Makers. To admit this would be to place her own head on a chopping block. Instead she hides in the lowest caste of all and keeps her free will a secret. At her graduation ceremony her lies will be revealed. Only a graduate from the highest caste will be chosen to lead a war against the neighboring village Faero. But when fate chooses her as the Seeker the questions begin and Evelin fears for her life. Abandoning her home and family in the midst of a war to save her own head Evelin flees from the Makers' retribution. She runs to the one place where the Makers cannot reach her and where all of their secrets might be revealed: the Edge of the world. *The Edge of the World is a Wattpad Featured Story *The amazing cover was made by @Ferret-bird,https://www.wattpad.com/story/19081483-the-edge-of-the-world,topic40.png
94,Science Fiction,Topic 19,8.10%,school,paranorm,love,memori,life,fate,kiss,supernatur,power,teen,"school, paranorm, love, memori, life, fate, kiss, supernatur, power, teen",[Cold Fire  2] All her life Melissa has been defined by something she's had no control over: a rare undiagnosed disease. But even with all the scientific explanations offered to her by the undeniably clueless doctors she's been living on lies. Because as it turns out her disease isn't even a disease at all but an unfortunate side-effect of swapping souls with her childhood friend Sarah. Now after swapping back into her true body Melissa discovers that getting to this point was only half the battle. Her powers are suddenly uncontrollable she's haunted by fragmented memories of her past at night and plagued by unanswerable questions during the day. On top of all that she's due to enrol in a new school in only a matter of days. Never mind the fact that no one can get her name right if she doesn't learn how to control her powers before school starts she'll be the talk of the town. But there are deadlier battles on the horizon. Suddenly the half-century old prophecy that paints her as the saviour has come back to bite her in the butt and if she can't figure out how to stop her uncle before his new project turns into a reality they may very well end up on course for an apocalypse. All Melissa has ever wanted was a chance at life - a normal life - but now it looks as though she won't survive the winter. And when someone she loves comes back from the dead she realises that the answers she seeks are buried much deeper then she could ever have imagined and in order to find out the truth about her future she'll have to go back a hundred years in the past. 2015 by shayebay This novel is entirely a work of fiction. The names characters places and incidents portrayed in it are the work of the author's imagination. Any resemblance to actual persons living or dead events or localities is entirely coincidental. All Rights Reserved Listen to the Cold Tomorrow playlist here: http://8tracks.com/shayebay/cold-tomorrow,https://www.wattpad.com/story/11059369-cold-tomorrow,topic19.png
95,Science Fiction,Topic 29,5.90%,love,fairytal,princ,youngadult,royalti,princess,kingdom,retel,war,ball,"love, fairytal, princ, youngadult, royalti, princess, kingdom, retel, war, ball",Princess Eleanor is fascinated by the mysterious Knight who has remained undefeated throughout her father's tournament at Bourges. However as the final battle commences the truth about The Knight is about to be revealed.,https://www.wattpad.com/story/2214126-the-knight-lesbian-story,topic29.png
96,Science Fiction,other,20.70%,,,,,,,,,,,,,,other.png
97,Short Story,Topic 37,27.90%,stori,shortstori,love,dialogu,watti,teenfict,text,funni,freeyourbodi,call,"stori, shortstori, love, dialogu, watti, teenfict, text, funni, freeyourbodi, call","""Hel-"" ""Dad? How is she?! I would come now but-"" ""Chris...it's Willow."" ""Oh shit. Sorry. Wrong number."" short story (23/11)  ; short story (14/12)  ; short story (18/12)  ; short story (23/12)  ; short story (3/1/2016)  ; short story (15/1/2016) cover by @fairygarden +collisions- 2015/6 all rights reserved",https://www.wattpad.com/story/35599225-my-survey-dude,topic37.png
98,Short Story,Topic 33,21.30%,short,letter,dark,snow,email,england,beauti,chang,lolita,phone,"short, letter, dark, snow, email, england, beauti, chang, lolita, phone","""I'd never ask you 'cause deep down I'm certain I'd know what you'd say."" - Sam Smith (HER STORY - BOOK 2) [ August 20th - O N G O I N G ]  in short story - October 24th 2015 Copyright 2015 | Justin Case | All Rights Reserved",https://www.wattpad.com/story/47740940-dainty-figures,topic33.png
99,Short Story,Topic 3,6.60%,boy,girl,love,bad,relationship,new,clich,death,award,life,"boy, girl, love, bad, relationship, new, clich, death, award, life","Olivia Divine is a quiet rather stubborn 18 year old but believe me she has a fair share of loud moments. When trying to escape her old life she moves to new york only to watch it follow her And when an arrogant Angel stops at her doorstep can things really get worse? Well they can with the following gang problems and a love and hate relationship....I highly recommend this to people who are going for a humor romance and action read :) ""Okay."" ""Okay."" ""I'm not say okay again."" I replied. ""Okay."" He smirked. I couldn't help slip a smile. Jeez why does he have to be so cute. Angel leaned in closer to me so there was an inch of a distance between us. His lip leaned closer near enough to touch my lips but my heart thudded out of control. I quickly moved mine to kiss his cheek and ran towards my door. I AM SUCH A RETARD!",https://www.wattpad.com/story/13788345-angel-at-my-doorstep,topic3.png
100,Short Story,Topic 1,5.00%,sad,poetri,depress,poem,love,hurt,heartbreak,hope,happi,loss,"sad, poetri, depress, poem, love, hurt, heartbreak, hope, happi, loss",You are the reason I have ink stains on my fingertips. Illustration by: Ismael lvarez,https://www.wattpad.com/story/49252829-what-are-you-so-scared-of,topic1.png
